,0
406,"@Geruish @doobydoobydofu @CasperBryson @EdwynOdeny @BBCPolitics @iainjwatson @simonmaginn @Desuetudine @HavetStorm @JewSoc @Lisatrainer10 @ItCorbyn @childofeternity @k1482 @LadyBrainSueMcC Evil? No. It's you who are ludicrous and dishonest. You are refusing to face facts in order to try to score cheap political points, and it's pathetic."
407,"âœ¨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year iillvuNini ğŸ˜˜ğŸ’•
And you, who will you kiss at midnight?

â¡ï¸ https://t.co/lH6gAmoJZ8 https://t.co/inmnBPoiG2"
408,So now Michaela canâ€™t believe that Jared is an exer. Girl believe IT! He has shown you who he is! Remember Lourdes?ğŸ™‚ğŸ™„
409,To you who never love me à¸«à¸¥à¸­à¸à¹ƒà¸Šà¹‰à¸™à¸²à¸‡à¹€à¸­à¸ à¸„à¸³à¸à¸¹à¸”à¸—à¸³à¸£à¹‰à¸²à¸¢à¸ˆà¸´à¸•à¹ƒà¸ˆ
410,"New tattoo - NEVER FORGET YOUR STRUGGLES 
Your struggles make you who you are !! https://t.co/9yJrCuMb3B"
411,idk even wishing death on someone is different than actively encouraging suicide. it's just a horrible rotten look and hurts the people around you who struggle with suicidal ideation and even attempts. if you care about that at all you need to lay the fuck off
412,"ã…¤  â Youâ€™re walking around like you do. Assuming that Iâ€™m always following you â€” when I think itâ€™s you who wants to be near me.

Whatever I do is none of your business. If youâ€™re gonna be in my territory, at least show respect, brat. â

Sounds like thereâ€™s gonna be a fight! https://t.co/A20bczjvAr"
413,@OddsOnFPL It is more about â€˜careâ€™ now. If a certain Edi Cavani &amp; now Ronaldo cannot motivate you who you know are ahead of you then ğŸ˜
414,"âœ¨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year bts_kooki23 ğŸ˜˜ğŸ’•
And you, who will you kiss at midnight?

â¡ï¸ https://t.co/Vh4ZwgTHYr https://t.co/qiRtoBbmoF"
415,"It's not the tough situations that make your day bad, but it's you who react harshly on it."
416,@GinaTandarich Also as a mom to a little girl who is also my whole world. I hope that if my girl ever finds herself in a similar situation there is someone like you who is there to help her ğŸ’•ğŸ’•ğŸ’•
417,"@bettyboob454 Just find it interesting.
I guess unless I'm perfect, and prove I support all 'just' causes out there, I shouldn't be advocating or asking anyone else to advocate.
At least that's the message.
'Let ye among you who hath not sinned cast the first stone' and all that. ğŸ˜”"
418,"Amos:5.18
 Woe to you who long for the day of the LORD! Why do you long for the day of the LORD? That day will be darkness, not light.
Amos:5.19
 It will be as though a man fled from a lion only to meet a bear, as though he entered his house and rested his hand on the wall only"
419,"âœ¨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year Brygas3 ğŸ˜˜ğŸ’•
And you, who will you kiss at midnight?

â¡ï¸ https://t.co/IyZXN2GKfK https://t.co/yfeEA1pj3o"
420,@katieporteroc So thankful for people like you who are brave and smart enough to go head-to-head with them. ğŸŒŸ
421,"How beautiful my addiction to you
Only without these, everything is in your eyes
Your eyes are mine
Your hands are mine
I am by your side everywhere
You who laugh
My wish is summed up in the same instant
This is not my feeling of interest
Pure madness
#Jk_Heartwritter"
422,@theNewNicola Welcome to sobriety! We do this one day at a time! You are a member if you say you are. Listen to others just like you who have solved the drink problem.
423,"One of the most amazing feelings in the world is having someone fall in love with you who you thought you never had a chance with.

#HappyBirthdayRahulVaidya"
424,Itâ€™s you who I want
425,"âœ¨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year r_2vii ğŸ˜˜ğŸ’•
And you, who will you kiss at midnight?

â¡ï¸ https://t.co/tl6IyDNoVI https://t.co/g7rD7M8WKD"
426,"@TamamoNoGucci //Yeah those are the worst, together with people blocking you who you have literally never talked with before.

Absolutely understandable. But I think that makes the people who stick with you even more important!"
427,"@Joylove_40 Allah ï·» prohibited alcohol in the Qur'an: ""O you who believe, indeed, khamr (alcohol), gambling, [sacrificing on] stone altars [to other than God], andÂ divining arrowsÂ are but defilement from the work of Satan; so avoid it that you may be successful."" Quran 5:90"
428,"@GrahamRoberts4 @11BryanGil @osvaldooardiles Heâ€™s looked good to me so far but coming from you who actually knows what heâ€™s talking about thatâ€™s high praise!
#coys"
429,"âœ¨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year feeldalove168 ğŸ˜˜ğŸ’•
And you, who will you kiss at midnight?

â¡ï¸ https://t.co/6mjZOreKhj https://t.co/aLtq0GuIqg"
430,"@shillionaires @Wander_Token @ryn0srs @beefy_musk @CriptoGivesBack @CoinMarketCap @coingecko @PancakeSwap @BinanceChain @TWPicker Done and thnx for opportunity... Never seen a person like you.. who is constantly giving back to community.. Appreciate it!!âœ…ğŸ™‚

0x57eB27c1100c13Ad7c0AdA98053FBC6288Bb6068"
431,@marygarden Should your hairdresser be taking a risk with you? Unvaccinated and without symptoms treating you who have those little viruses swimming through your hair follicles? Who is in danger?
432,@B52Malmet we will get to the other side when the fake media stops lying and people like you who keep praising Biden. If it wasnâ€™t for Trump you wouldnâ€™t have a vaccine. The man cannot even take a question what a disgrace to America
433,Why are you who you choose to be https://t.co/BN4qDJ1uT7
434,"White Supremacy at its worst. As usual white people being ignorant bullies, and missing her point which is â€œtrueâ€. You, who are dissing Joy Ann Reid are the racist and just plain mean. https://t.co/7oNOW0JNOe"
435,"@MollyJongFast When someone SHOWS you who they are, believe them, never mind what they say. @SenSusanCollins is the textbook example."
436,"We've got fun new stickers for you! Who needs to gussy up their water bottles and Trapper Keepers? ğŸ˜Š

#lisaforboise #latinasinpolitics https://t.co/aWKEKZjMzt"
437,Now let me know who are you who decided to trace my art?
438,"if your own people never support you, who do you expect will?"
439,"âœ¨ Stolen Kiss

dropwtf would kiss you around the corner... ğŸ˜
And you, who would do it?

â¡ï¸ https://t.co/x6QyUCvgvm https://t.co/LdHUxLqijV"
440,"Worship in awe and wonder, all you whoâ€™ve been made holy!

For all who trust him will feast with plenty.

Ps 34:9"
441,"âœ¨ Stolen Kiss

XofiaGK would kiss you around the corner... ğŸ˜
And you, who would do it?

â¡ï¸ https://t.co/4oDiAotzx8 https://t.co/vUm4bxuNJr"
442,@cryptonomica no it's you who's cute!!
443,@David0HH7 @marygarden @Monocotyledon @mumbletwits With friends like you who needs enemies?
444,"@Jim_Jordan Jim, Jim, Jim are you crying fowl? Are those crocodile tears or â€œcry baby tearsâ€? After all itâ€™s you who shown Democrats how to deflect blame?  Howâ€™s ignoring sex abuse complaints going?  Must be their fault â€¦"
445,"âœ¨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year yourhomiefrog ğŸ˜˜ğŸ’•
And you, who will you kiss at midnight?

â¡ï¸ https://t.co/nT2MTiWfKa https://t.co/poYHFMrGQe"
446,"âœ¨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year nanvv_ ğŸ˜˜ğŸ’•
And you, who will you kiss at midnight?

â¡ï¸ https://t.co/Iv6m1wktET https://t.co/cEYfiu8efP"
447,"Someone like you, who was born into power, wouldn't know the joy of finally obtaining it."
448,@Mr_GBM And I will wear that badge proudly! Must I remind you who started getting back into Bloodborne hmmm https://t.co/WzkjUiAqX9
449,"I donâ€™t know what your destiny will be, but one thing I know: The only ones among you who will be truly happy are those who have sought and found how to serve.
#HappyBirthdayRahulVaidya"
450,"âœ¨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year BrentonLipford ğŸ˜˜ğŸ’•
And you, who will you kiss at midnight?

â¡ï¸ https://t.co/VIIoXBkit9 https://t.co/THJQiOxU7L"
451,@SodyHalliday An assertive man will not back down for clowns like you who can differentiate assumptions. Epitome ASSERTIVE. As you wereğŸ™…ğŸ¼â€â™‚ï¸
452,"âœ¨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year ruggebb ğŸ˜˜ğŸ’•
And you, who will you kiss at midnight?

â¡ï¸ https://t.co/mZEkNx1Tjd https://t.co/R813VbB3LK"
453,@newkindalazy A lot of people for a lot of different reasons. My mom because I hope to be an incredible mom like her one day. My best friend because sheâ€™s living her best life and inspires me to strive to live mine too. And people like you who inspire me to do what I love and be happy ğŸ˜Š
454,It be the closest people to you who do you dirty..
455,"âœ¨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year BloomingShield ğŸ˜˜ğŸ’•
And you, who will you kiss at midnight?

â¡ï¸ https://t.co/60L8hfpjFm https://t.co/zFBqkcUc65"
456,@sonaaja22 @sense_royal @GlblCtznUK @BBCOne And they apologize cause i appeal and they realize i wasnt bullying youğŸ¤·ğŸ¾â€â™€ï¸ unlike you who is bullying and harassing Meghan ğŸ¤·ğŸ¾â€â™€ï¸
457,@VABVOX When someone shows you who they are......
458,"âœ¨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year GreeneyedCatG ğŸ˜˜ğŸ’•
And you, who will you kiss at midnight?

â¡ï¸ https://t.co/Lh8CklTdK1 https://t.co/oZV2CSsnkV"
459,"With this whole vaccine thing ,
You are finding out about people you know ,but more importantly you're finding out about the real you ! 
Are you who you thought you were ?
#antivaxxers #sunshine"
460,"""Be strong, and let your heart take courage, 
all you who wait for The LORD!"" - Psalm 31:24"
461,"âœ¨ Stolen Kiss

dukesevastos would kiss you around the corner... ğŸ˜
And you, who would do it?

â¡ï¸ https://t.co/LRyODgesa4 https://t.co/qrWJyRcRvb"
462,"@birlios Ok but this is literally me @ you, who is incredibly accomplished ğŸ¤” so weâ€™ve come full circle"
463,@Freedom21122112 @citizen_working @samanthamarika1 NO people like you who are blind and can't see how evil the left is are bizarre. YEAH politicians care about people.  Sure they do. Wake up already
464,"@begottensun Nothing is for free cde
Zim prices are ridiculous for a reason
In the initial prices its you who is also paying for transport 
People are not stupid out there"
465,"@AnnieRYou0kay I agree with you! Who, Paid to ship Haitians to the border ???GOP feels like!"
466,"âœ¨ Stolen Kiss

amagicmantv would kiss you around the corner... ğŸ˜
And you, who would do it?

â¡ï¸ https://t.co/bsCsbr54uM https://t.co/NPc07n83kL"
467,"@JusTierra i done told you who to go to for the information about it all. get it straight from the horses mouth, gahdamn."
468,FUCK ALL OF YOU WHO LEAVE YOUR GROCERY CARTS OUT IN THE PARKING LOT.
469,"As opposed to you who is just a fool, lacking any virtue. https://t.co/F5JMBPlUqI"
470,@klendool @ZimenaJ @Jubes11 @nzpolice I asked for an alternative right at the beginning of this comment thread. It is YOU who is taking a binary approach to this by stating the police should just stop doing something that they do for health and safety reasons. If you have another option than this put it forward.
471,"THANK YOU @Kurz_Gesagt for this amazing video!

https://t.co/xutFdRpuXW

Check it out! It is about YOU! Yes, YOU who is reading this line right now!

ğŸŒğŸ’š"
472,Yeah. The racist moron said the CBP doing their jobs is like slavery. So you who 'love' that idiot can all GFY. https://t.co/jZwMAfxbie
473,"@AndyJC75 @johnredwood ""bad losers""?
Last time I checked (today, while grocery shopping) I didn't notice any food shortages in my EU.
How can people like you, who lied to the people of your own country, even sleep at night?"
474,"@RifatJawaid Wake up and Smell the coffee.. Just check the SANGHI TWEETER from past two years.. He was popular even then in India, its you who NEVER NOTICED it BEFORE.."
475,"Actually, weâ€™re fed up with Apocalyptically Selfish Sociopaths like you who think you have the right to kill yourself and take our children and us with you.

Stronger #VaccineMandate now!!! https://t.co/UhBg2XGYhB"
476,"âœ¨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year iFLHST91 ğŸ˜˜ğŸ’•
And you, who will you kiss at midnight?

â¡ï¸ https://t.co/kMe7DGee4v https://t.co/vL26EckMrA"
477,@dittle_ i cant even eat it and i agree with you who the fuck puts the milk first
478,"@pmk1967 @GeorgeFoulkes @LesleyRiddoch @NicolaSturgeon @ScotGovFM @HumzaYousaf No.
Didn't I only initially talk about ""popular vote"" percentages.
Wasn't it you who raised ""majorities"".
I am STILL waiting your explanation for 37% of popular vote being ok for Cameron to hold EURef, but 47% of pop vote AND MAJORITY pro-indy ScotGovt is not enough for Indyref2?"
479,@makaumutua @PaulKagame @BushFdn @HillaryClinton @POTUS @DonCheadle @AUC_MoussaFaki @AUC_DPA I read the sad news earlier while my heart bled. But who contribute to such messes in Africa. It's educated but hypocritical people like you who are solely responsible. Only the other day UhuRaila tried to bring back dictatorship to Kenya with the blessing of the people like you.
480,I salute you who said no! Brave people!
481,"@SenatorCollins is a total fraud.  I canâ€™t believe the people of Maine fall for her shit every six years.  â€œWhen someone shows you who they are, believe them the first timeâ€. https://t.co/5ko11KE1pK"
482,"@EvanLSolomon watch Dr. Robert Malone inventor of mRNA on Jimmy Dore YouTube channel and quit being a propagandist. You have not researched mRNA vaccines, Dr. Malone has spent his life developing vaccines.  He tells you who should take these experimental drugs and who shouldnâ€™t."
483,Some drivers do it for safety and if itâ€™s really you whoâ€™s requesting. https://t.co/zOxZ3PxTi0
484,"After being injured in a hit and run accident, it can be intimidating to deal with the situation all on your own. If you don't know who hit you, who will cover your damages? Learn more in this article https://t.co/Dy4jamx4pu https://t.co/3Q2x00tzxQ"
485,@bonr4evr You who pulling up already ğŸ˜
486,"âœ¨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year saknow_ ğŸ˜˜ğŸ’•
And you, who will you kiss at midnight?

â¡ï¸ https://t.co/ntCV8EarMT https://t.co/gf4q9ocxnC"
487,@SouthseaJane @SMSocialMedia20 @foxyRachelle @Madz_Grant Perhaps itâ€™s you who are misinformed
488,@JackDeeth So itâ€™s you who runs @RAF_Luton?
489,@LeaderMcConnell You need to step up an operate on a bipartisan bases. It was you who decided to be partisan.
490,"âœ¨ Stolen Kiss

iluvlf would kiss you around the corner... ğŸ˜
And you, who would do it?

â¡ï¸ https://t.co/iAJKN11lB2 https://t.co/eawk70Cbqt"
491,"âœ¨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year nanvv_ ğŸ˜˜ğŸ’•
And you, who will you kiss at midnight?

â¡ï¸ https://t.co/rDuBUrMVkU https://t.co/rO8WYRAr2y"
492,"@PluralDaisy @MikeSington HEY YALL THE WHITE GIRL GOT BLACK FAMILY MEMBERS! Go visit a BLACK CIVIL RIGHT MUSEUM, EDUCATE YOURSELF BECAUSE ITS WOWEN LIKE YOU WHO GIVE OTHER WHITE WOMEN WHO UNDERSTAND HISTORY A BAD RAP! And yâ€™all wonder why we call yâ€™all Karenâ€™s!"
493,"@jarrodjcain @Joseph_Joe_M @RonFilipkowski No, actually it is not. There's a little thing called fact checking that has disproven your statement, which you got from any one of the normal bullshit rhetoric sites. 

I don't distrust them, I distrust you and people like you who post false information. 

Blocked."
494,@kaworuquote Please take care of yourself. And there are people who love you who can help you through hard times
495,"I just wanna dance with you
Let the whole world melt away
And dance with you
Who cares what other people say?
And when we're through
No one can convince us we were wrong
All it takes is you and me
And a song"
496,"@megynkelly At least she is a genuine journalist, not like you who would crawl back to FOXNews."
497,"@JoeyPenner96 @EARTH_616_2013 Um...no?Just to show what a shitty person Wolverine is?(Ultimate Wolverine mind you,who had left Scott fall off a cliff and then told everybody that he had died so he could hook up with Jean."
498,@imageofnadeko Evil you who dont love Nadeko
499,"âœ¨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year _mjkth ğŸ˜˜ğŸ’•
And you, who will you kiss at midnight?

â¡ï¸ https://t.co/8fJ00RLQvm https://t.co/kUUBfwBOH5"
500,"When someone shows you who they are,  believe them https://t.co/anYffoxY1s"
501,"@armylieber10 @ifyou_thing @happytaete @dieinjinsarms Plz he never said that he inspired by JB ğŸ˜‚
Plz I don't hate jb. 
It's you who just keep pushing your favorisum on tae. 
He clearly said that he just likes some of jb songs that it... 

Where's  the clip he said jb is his inspiration???"
502,"I still hate you, you who left me
My cold heart is still...
#MissingYou"
503,"@GirlRhode @GregAbbott_TX Abbott choose to fail to protect his citizens knowing they would die, so yes he is responsible. As my family of doctors &amp; nurses have been caring for the sick &amp; dying (and family doing it in Texas)-donâ€™t need people like you who tweet false information about vaccination &amp; COVID"
504,@NEWHeadteacher2 Great leaders feel like this regularly-itâ€™s good to have people around you who can help pick you up and remind you of all the fantastic things that you will be doing -every day ğŸ˜Š
505,Arise you who refuse to be slaves.
506,@francois_spies @andvdm @MaxduPreez Being here longer than me does not make you African. Maybe its you who must try harder to think before you speak. You are non African and Lastly am Still asking you that WHY are you still here in Africa if thats how you see us?
507,@JoeBiden If itâ€™s you who sell the weapons
508,"@SenatorSinema Would be a great day for the filibuster to fall, Senator. With Democrats like you who needs Republicans?"
509,"The fact is: there is a new person full of feeling for you who is coming to meet you; the other one will try at all costs to hinder you, physically or psychologically. Be wary!

You feel helpless and angry at the moment. Take your time to decide what to do.

Signs: Water / Air"
510,"@Livheartt Awww Liv!! Now itâ€™s you whoâ€™re making me cry ğŸ¥ºğŸ¥º babeeeee I still remember the first things I read from you and something told me I would want to stay by your side. Iâ€™m glad I did ğŸ¥ºğŸ’œ 
Thank you bb ğŸ’œ"
511,"@anthonymichaelp @CryptoSavy1 Because of the retail like you who bought at 64k, it'll never reach those levels again. The whales want you guys to bleed until the last drop then maybe it might pump to 100k. In the meantime, we'll be here enjoying the show..."
512,"âœ¨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year yovamorillo07 ğŸ˜˜ğŸ’•
And you, who will you kiss at midnight?

â¡ï¸ https://t.co/3SSUv43Hqf https://t.co/8ZUxQjmCM1"
513,"@celestebarber_ @ScottMorrisonMP Rubbish, its' s people  like you who make things worse with your tweets and nonsense.   People are not waiting months for vaccination, my 12 year old got it a a week after it was made available for that age group. PM is in US for a reason not a holiday."
514,@1001cranes like I wouldn't be surprised if you see signs go up telling you who to call if you find that the building has shifted and your office is in a different place
515,"@danpaquette @piggylou73 @LeonydusJohnson ""You're right, it is too bad that so few people believe in freedom."" 
NOPE. It's great that there are only a few like you who want to disregard the laws that every nation regarding their borders."
516,Dedicated to you who gave your heart as home when we were found lost. Thank you ğŸ’œğŸ’œ
517,"""I respectfully do not care""
Say this to anyone who pass unfair judgement on something you strongly believe in or something that makes you who you are. People will inevitably judge you at some point and that's Okay."
518,"âœ¨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year kxjlvli ğŸ˜˜ğŸ’•
And you, who will you kiss at midnight?

â¡ï¸ https://t.co/z9aGgSQH7l https://t.co/uZ2RUDeVC6"
519,"""When someone shows you who they are, believe them the first time"" - Maya Angelou

https://t.co/Lo8vHzw9Ui #ClimateCrisis #decarbonise"
520,"You, who's staring at me blankly in the mirror is not me"
521,"âœ¨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year Manu_2723 ğŸ˜˜ğŸ’•
And you, who will you kiss at midnight?

â¡ï¸ https://t.co/5BF5a5Ivo4 https://t.co/y9ccwoU7Qw"
522,"âœ¨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year lixiibf ğŸ˜˜ğŸ’•
And you, who will you kiss at midnight?

â¡ï¸ https://t.co/Dm80oSzOZK https://t.co/y0shqfdMeF"
523,@techgirl1908 Wow! There are peeps who look up to you who would have loved to find out more. The idea that their genuine questions could be â€œlazyâ€ is quite possibly a sad commentary. #BlackLivesMatter
524,"âœ¨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year quanthyfoolish ğŸ˜˜ğŸ’•
And you, who will you kiss at midnight?

â¡ï¸ https://t.co/ZWDNE6CI9p https://t.co/01zw29iuDj"
525,"âœ¨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year zoz_kai ğŸ˜˜ğŸ’•
And you, who will you kiss at midnight?

â¡ï¸ https://t.co/PZLwK3ELVp https://t.co/e9NjWJJbCG"
526,"âœ¨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year sluttyneko72 ğŸ˜˜ğŸ’•
And you, who will you kiss at midnight?

â¡ï¸ https://t.co/aoxxvjIvCl https://t.co/Z1VDfU5ouy"
527,"âœ¨ Stolen Kiss

bitchy_houndz would kiss you around the corner... ğŸ˜
And you, who would do it?

â¡ï¸ https://t.co/vuVEMvOFXf https://t.co/bHYSg7w8Ej"
528,"@MattJ_Morrison @SorryAmigos @NFL_DovKleiman Peeps like you who have nothing to offer, just come in, do some emo laugh, and leave... https://t.co/xrPu2HPE6F"
529,@toohalalfor_you Who is aiza?
530,"âœ¨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year gullille ğŸ˜˜ğŸ’•
And you, who will you kiss at midnight?

â¡ï¸ https://t.co/M7IPpnX0KD https://t.co/YLe5GWcFUS"
531,@MaggieMobrules @duchess_salty Anyone who disputes what you who have said has not been raised correctly.
532,"âœ¨ New Year's Kiss

I'm preparing my best last year kiss and first of the next year zoz_kai ğŸ˜˜ğŸ’•
And you, who will you kiss at midnight?

â¡ï¸ https://t.co/PZLwK3ELVp https://t.co/E0KB80woFs"
533,"@nigrugthug @Tzcttwit @BBCNewsnight @RepBrendanBoyle @maitlis @lewis_goodall It's an alliance to deliver submarines in 25 years, which has nothing to do with Brexit...  

With regard to the vaccines - I don't know whether to feel sad for people like you who believe any bs they are fed because they are so gullible - or that you are just wilfully ignorant.. https://t.co/ex2i3bKwUa"
534,@mikepompeo It find it very disingenuous of people like you who saw nothing wrong with the Trump administration in the last 4 years but you take issue with Pres Biden on every possible thing. Think Country Not Politics!!!
535,"@LynnSharig8 This is my deepest heartache too. I'm thankful for people like you who understand the value of living the truth, not just spewing it."
536,@VassalloMaison @DejeanEndoMD @catearthjustice @supermormongirl No. I'm not even excusing people like you who have an inflated view of their ability to make moral judgments about others.
537,"'It was you, Advertising. It was you who finally brought me to my knees....Breakdowns are real, so why arenâ€™t we investing in maintenance? What is ignoring mental health in business really costing us?
The answer is: everything.' @AmyMiranda @lunch_inc https://t.co/iWXEpcr8oT"
538,"@zachkruse2 Also speaks to the benefits of introducing rookies to an otherwise cohesive line. Maximizes potential and shows you who probably isn't going to make it pretty quickly. They've almost never done a full teardown, which is crucial.

This is also why I'm hopeful for Stokes."
539,"âœ¨ Stolen Kiss

19jkoo would kiss you around the corner... ğŸ˜
And you, who would do it?

â¡ï¸ https://t.co/j8QS3l4atU https://t.co/rSI9bqBGnJ"
540,"No hate sadder than that of furious love. I understood that there is no worse enemy than the small brother enemy, I cannot want to kill you who are my own raving twin, the bearer of bitterness."
541,"I just love when someone you've never met, never talked to, tells you who YOU are, from behind a screen... ğŸ¤£ğŸ¤¦â€â™‚ï¸âœŒ"
542,@AWojnarowski1 @ESPNCFB @OleMissFB @WVUfootball @ShellStationsUS My assumption seems to match the poll consensus. Maybe itâ€™s you who donâ€™t know much?
543,JAMESSS HOW COULD YOU!? Who else watches #thecircle??? Bc James just ruined the whole game for my people ugh. Iâ€™m so irritated.
544,"@mac_ausalain Thank you. That truly means so much. It is always less difficult going through things when you do not feel so alone. I am so very thankful for others like you, who understand OCD and the pain it can cause. Sharing in and working through these things together is so very important."
